"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","Albendazole","All_4_Pools","Ancitabine","Aspirin","Atrazine","BetaEstradiol","BisphenolA","BLANK","Bortezomib","Chloroquine","Control","Daidzein","Dexamethasone","Diethylstilbestrol","Dimephentioate","Diuron","Erlotinib","Gefitinib","Genistein","Glyphosate","Hydrocortisone","Ibuprofen","Lapatinib","Mebendazole","NVP-BEZ235","Octylmethoxycinnamate","Phthalate","PoolBatch1","PoolBatch2","Prednisolone","Quercetin","Rapamycin","Tamoxifen","PoolBatch3","PoolBatch4","Thiram","TrichostatinA","Vinblastine","Vincristine","Vorinostat","Wortmannin"
"654",209.047758767283,208.994613606149,209.04989012809,1233.11464962394,1229.96006861855,1237.30525098061,82,0,1,3,0,1,1,1,19,0,2,11,2,0,1,0,3,0,1,1,2,0,2,3,5,0,0,2,6,0,1,1,0,3,0,2,1,1,1,0,3,2
"655",209.175204873562,209.112475637998,209.177509351949,1088.3694911796,1086.05411295105,1090.98727342255,203,3,10,2,3,3,3,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"656",209.192378663406,209.182664311502,209.194032374465,528.573717506526,522.758794937351,554.277307749726,202,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,8,8,3,3,3,3,1,3
"657",209.128182474127,209.111168962257,209.14033876364,753.727057406759,748.103105593202,759.213488674795,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"658",209.153939633784,209.153489078603,209.185097292811,681.218101279038,680.231008301638,701.208534926413,170,3,9,2,3,2,1,3,22,3,3,21,2,2,1,2,3,1,3,3,2,3,3,3,10,2,2,3,7,7,3,3,2,3,7,8,3,1,3,0,3,3
"659",209.154936032586,209.146969641763,209.163661226291,838.301276799273,835.281870638908,840.802246722579,73,1,9,2,3,0,2,0,1,1,0,5,0,1,3,0,1,2,0,1,3,0,1,1,10,0,0,1,3,7,2,2,2,0,0,4,1,0,0,3,0,1
"660",209.139703807356,209.13349324834,209.139978466712,1003.56003185795,999.735992854875,1007.93373459727,154,3,6,2,2,2,3,1,18,2,2,16,2,2,3,3,3,2,3,1,3,2,2,2,13,2,3,3,6,8,3,3,2,2,5,7,3,2,2,1,2,2
"661",209.945636492709,209.943348136413,209.958265720368,1018.44299466999,1017.56080960922,1020.64493189386,83,1,5,0,3,1,1,3,2,2,2,10,2,0,1,0,1,2,2,3,1,1,2,1,6,1,0,1,4,5,3,1,2,2,5,2,2,0,2,1,0,0
"662",210.112171802683,210.108451723423,210.119793542018,465.245321418361,459.472447597712,467.759430183021,184,3,10,3,3,3,3,3,19,3,3,23,3,3,3,3,3,3,3,3,2,3,3,3,12,3,3,3,7,8,2,3,3,3,8,8,2,1,3,1,0,3
"663",210.060855135426,209.92453294777,210.122140586369,51.0152415739166,35.0094383576838,70.9817462287749,184,3,10,3,3,3,3,3,7,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"664",210.009324497577,209.945814781055,210.00957242651,1268.90835077207,1264.28950437076,1278.39161826759,161,3,7,2,3,3,3,3,23,3,3,18,3,2,3,2,2,2,2,3,2,2,2,3,10,3,2,2,5,5,2,2,2,3,5,6,2,3,3,3,2,2
"665",210.009456254726,210.008862945594,210.058755735824,1231.66162755335,1226.14695310007,1238.63061750795,160,3,7,2,1,3,3,2,23,2,2,18,2,3,3,3,2,2,2,2,2,3,2,2,11,3,2,3,6,6,2,3,2,2,6,7,2,1,2,2,3,3
"666",210.160427144563,210.15874058244,210.164337075646,1004.07453224281,1000.70347396445,1006.86733180953,103,2,4,3,0,1,1,0,22,1,1,11,1,3,1,3,2,0,0,0,2,2,1,2,9,2,3,2,3,2,0,1,1,1,3,4,1,2,0,0,3,3
"667",210.168477626968,210.166708261012,210.170355672053,335.118273502673,326.755821139833,347.068097850322,95,0,0,3,3,1,0,3,16,1,0,23,0,0,3,2,0,3,1,0,3,0,0,0,14,0,0,3,2,0,3,0,3,0,2,0,0,3,0,3,0,0
"668",210.132437012432,210.129695547445,210.133459639161,125.927481949165,113.423609891931,129.9051371701,40,0,0,0,0,1,1,0,8,2,0,4,3,0,0,0,2,0,0,0,0,2,0,2,3,0,1,1,4,0,0,1,1,1,0,0,1,0,1,0,0,1
"669",210.971014046714,210.928971909375,210.979708037915,1274.67622548893,1272.30566787361,1279.05346784377,166,3,7,3,3,2,3,3,24,3,2,19,3,3,2,2,3,1,3,3,2,2,3,3,10,2,3,3,7,6,2,2,2,2,7,6,2,1,2,1,3,3
"670",210.978803067438,210.973248650898,210.982692180928,1119.60062201008,1115.39563725197,1124.62574806113,94,0,5,2,0,1,1,2,15,1,2,13,1,1,1,2,2,1,2,0,2,1,1,3,6,0,1,3,4,4,1,1,0,2,2,4,1,1,0,1,3,1
"671",210.906181163158,210.901923999994,210.919388694735,1035.20249661039,1028.68623501777,1039.37199335701,46,1,2,1,1,1,0,1,4,0,0,6,2,0,1,1,0,2,1,1,1,1,1,2,3,0,0,1,0,2,0,0,1,0,1,2,1,1,1,1,1,1
"672",211.11218141614,211.110028777566,211.116500776831,750.084735815385,748.015533080992,751.060019000922,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"673",211.048871468682,210.901273105682,211.106060812723,35.0342778662383,17.745928413119,53.9269151474446,195,3,9,2,3,2,3,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,2,3,8,8,3,3,3,3,8,6,3,3,3,3,0,3
"674",211.115946879794,211.112443220949,211.117685080771,621.564492615553,596.456535827758,622.192944803471,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0
"675",211.155334681664,211.008703907533,211.156032488141,1003.36724719242,999.732120318856,1017.38785021606,203,3,10,3,2,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,7,3,3,3,3,8,8,3,3,3,3,3,3
"676",211.127132201812,211.110896756614,211.138481183482,1089.62291496585,1087.50443631005,1091.02069205371,171,2,0,2,3,2,3,3,23,3,2,20,3,2,3,2,3,3,3,2,3,3,3,3,12,3,3,3,8,7,3,3,2,3,4,8,3,3,3,1,3,3
"677",211.155263460054,211.008457301912,211.155881535323,1204.78770267676,1198.76783647242,1234.27416859179,69,1,2,1,1,1,0,0,14,0,1,8,2,1,1,0,2,0,0,0,0,1,1,1,6,0,1,2,1,2,2,0,1,0,4,1,1,1,0,1,3,0
"678",211.169507175283,211.166792932087,211.170001086563,659.856633638861,653.641447426933,660.542783172402,51,0,0,0,2,1,2,0,11,1,0,7,1,0,2,0,1,3,1,0,2,0,0,0,3,0,0,0,0,7,1,1,0,2,0,0,0,0,1,2,0,0
"679",211.160769900475,211.156235859676,211.165414448035,839.930433242946,838.007197956755,842.435216835944,30,0,1,1,3,0,1,0,1,0,0,4,0,0,1,0,1,3,0,0,1,0,0,0,4,0,0,0,0,5,1,1,0,0,0,0,0,0,0,2,0,0
"680",211.940872192745,211.940333585362,212.005307558126,1303.80893947322,1286.74923260745,1309.96755407576,204,3,10,3,3,3,3,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"681",212.047651290027,211.927837551654,212.120408259019,41.3945194595861,15.873927213119,70.4500429852832,268,3,10,3,3,3,3,3,16,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"682",211.941074525679,211.939562249232,212.042152983822,1037.13989732371,1028.07258752503,1041.52996616164,190,3,10,3,3,3,3,3,21,3,3,22,3,2,3,3,2,3,3,3,3,3,3,3,15,3,3,3,7,8,3,2,2,3,6,7,3,3,3,3,2,3
"683",212.149626090696,212.149105487922,212.1504204104,1150.80189986287,1145.04742942569,1155.7809799132,202,3,10,3,2,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,2,3,3,8,8,3,2,3,3,3,3
"684",212.164668859746,212.163344859042,212.168355063864,609.96010638042,574.440808471139,611.300806033162,120,2,6,2,1,2,2,1,17,1,1,15,2,2,2,2,2,1,1,2,2,2,2,1,8,1,2,2,4,4,1,2,2,1,3,7,1,2,2,1,2,2
"685",212.149591299664,212.148834986511,212.149749221344,1218.42736709908,1213.6278839574,1223.61896969901,114,2,4,1,1,2,2,3,22,3,1,9,2,2,2,1,2,1,3,3,2,2,1,2,4,1,2,1,3,3,2,2,0,2,5,5,2,1,2,1,3,2
"686",212.184256895551,212.174982093593,212.196756987249,830.46502091649,826.984397420333,833.25182751052,81,2,9,2,1,2,3,2,0,2,0,11,0,1,1,2,3,1,0,2,0,2,2,0,5,1,0,2,2,1,0,3,3,0,4,8,0,1,3,0,0,0
"687",212.136719521997,212.134318332736,212.14571801625,766.826201895741,765.279968609405,767.379570382902,44,0,3,0,0,1,1,0,10,0,0,3,1,1,1,1,1,0,1,1,1,2,1,0,1,1,0,0,2,2,0,0,1,1,0,3,0,1,0,0,2,1
"688",212.1474864387,212.141365526579,212.14879646459,323.951188438133,312.393362064826,330.428000795351,30,1,0,2,1,2,0,0,4,0,1,6,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
"689",212.149623483251,212.149114735993,212.150573689818,968.685128801003,964.381176782748,1002.19657223117,31,0,0,0,0,0,0,0,7,1,0,3,0,1,0,1,1,1,1,0,0,2,0,1,0,0,1,1,1,1,0,1,0,1,2,2,0,0,0,1,1,0
"690",212.591676424881,212.591635465375,212.591717384386,494.29147751299,494.194622660238,494.388332365743,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691",212.996081835454,212.985390037702,213.006688936388,1271.35623416283,1265.08074271222,1274.23498436843,34,0,2,0,0,0,1,1,9,0,0,5,1,1,0,0,0,0,0,1,1,2,0,0,2,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,2,0
"692",213.110884056942,212.907123158163,213.120684005282,1006.87980676448,1004.40220492937,1026.883822272,100,1,4,0,1,1,2,0,22,2,1,9,2,0,2,0,0,2,1,1,3,2,0,2,9,1,2,1,6,5,2,0,0,2,2,4,2,1,0,2,3,0
"693",213.06775268156,212.893394854382,213.115437663136,35.3903739387973,20.0621748393447,49.2564017165066,70,0,0,1,1,1,0,2,12,1,0,10,0,0,2,0,0,3,2,1,2,0,0,2,7,2,1,2,1,6,2,1,1,0,0,0,0,3,1,2,0,1
"694",213.033185981445,213.032909151264,213.033282077687,1154.6686745916,1145.17420250866,1163.36728116667,54,2,2,2,3,1,1,0,7,0,0,9,0,0,1,0,0,1,1,2,0,1,1,3,4,0,0,0,2,5,0,0,1,0,4,0,0,0,0,0,0,1
"695",213.123366000209,213.123273773523,213.12352969473,243.630095067935,237.495825131288,244.214694586115,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",213.145747207958,213.101613536617,213.155252079623,620.92048946426,596.582683752732,644.348302482982,172,3,10,2,1,1,3,3,24,3,2,18,3,3,3,2,2,3,3,2,3,3,3,3,12,3,3,2,6,8,3,2,1,3,5,7,3,3,2,3,1,2
"697",213.123286795061,213.08220754902,213.141624818221,74.447991959143,53.4039454646283,86.1897008431408,111,3,10,3,1,1,0,3,2,1,3,13,3,3,0,3,3,1,3,3,0,3,3,1,6,3,2,3,7,0,0,1,0,1,8,7,2,1,1,0,0,3
"698",213.114396566986,213.027780524297,213.134019302932,1238.7262315734,1215.59329600273,1244.13468608553,123,1,5,3,2,1,2,2,22,2,2,14,2,2,0,1,1,1,1,2,2,3,1,3,8,1,2,3,6,6,2,0,1,2,3,3,2,1,0,3,3,2
"699",213.562076549007,213.561021928003,213.563564645557,35.2558220220814,21.4770919736352,37.3504476427633,98,3,10,0,2,2,2,1,0,0,3,11,1,3,1,3,3,0,1,2,1,3,3,1,7,1,2,1,0,2,1,1,2,3,8,8,3,0,2,1,0,0
"700",214.003642454357,214.003249152063,214.003983185609,1286.57453472827,1285.3861218333,1287.92620689758,171,2,8,2,3,2,2,3,20,2,2,20,3,2,3,2,2,3,3,3,3,3,3,3,13,2,2,3,6,7,3,2,2,3,6,6,3,2,3,3,3,3
"701",214.039421034012,214.03864914437,214.040313464339,1029.55387790885,1028.07671891531,1030.45516740025,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"702",214.009761035573,213.922436466318,214.073727666446,33.1280254142695,17.3466139648914,53.9117726838991,47,0,0,3,0,0,1,1,2,3,0,6,2,0,1,0,0,0,1,0,1,0,0,1,2,0,1,1,8,6,1,0,1,0,0,0,0,0,1,0,1,3
"703",214.249101119453,214.032173380834,214.252927912531,1256.93223707128,1254.74574151592,1284.47285432117,204,3,10,3,3,3,3,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"704",214.252885088027,214.236924237949,214.254174144172,731.853362858977,728.574877837556,735.380836873133,200,3,9,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,5,2,3,3,3,8,8,3,3,3,3,3,3
"705",214.249652748649,214.089518131899,214.250774185221,1085.55617620688,1079.04297629546,1086.63993284633,125,2,8,3,1,2,1,1,14,2,3,21,2,2,0,1,3,3,1,2,2,0,0,3,5,2,3,1,5,6,1,1,3,2,4,3,2,2,1,3,2,2
"706",214.17930395437,214.177378549703,214.18222634182,630.925376487973,624.864489734486,631.644242953254,121,2,4,2,0,2,3,1,18,3,1,17,2,3,3,1,3,1,1,2,2,2,1,1,9,2,2,2,3,3,2,3,3,2,3,3,1,2,3,1,0,2
"707",214.218316651683,214.185811107168,214.234746173318,762.424296213235,757.919298907797,765.220720834971,96,1,10,1,1,1,2,1,5,2,2,11,0,2,0,2,3,1,1,1,1,3,2,1,5,1,0,1,1,8,2,2,3,1,3,8,1,2,3,1,0,0
"708",214.089609479239,214.089405733393,214.090000550092,1115.86891535146,1113.40733860053,1119.0814164546,80,1,2,0,2,1,2,2,11,1,0,3,1,1,3,2,0,0,2,1,1,3,3,0,10,1,0,2,3,2,2,2,0,1,4,5,1,1,2,0,1,1
"709",214.646920219154,214.646105648753,214.647145069745,180.238970276555,178.217006488661,189.800370949479,22,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,3,2,2,0,1,0,0
"710",214.634442390604,214.632718181261,214.634742506648,102.303902149172,98.2545271667746,103.336565679917,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"711",214.988079471146,214.9878467373,214.988177641559,1120.60479516598,1115.99142999552,1125.44120288594,138,0,9,3,1,1,2,3,14,1,1,18,3,2,1,2,3,3,3,0,3,1,1,3,6,2,2,3,5,6,2,2,2,2,6,7,3,2,1,3,3,3
"712",214.988059981067,214.988025636514,214.98812700125,1083.44899010416,1073.99133706795,1089.05016878807,46,2,1,0,1,1,1,0,4,1,2,5,0,1,1,1,0,0,0,2,0,0,1,0,8,1,0,1,3,2,1,0,0,1,2,0,0,1,2,0,0,0
"713",215.125885413689,215.023548108605,215.126182281383,1006.59548406794,1003.98774829403,1030.18272245364,211,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"714",214.951312957777,214.935680114065,215.053614683064,1267.37452530855,1265.43280966218,1269.54230507161,202,2,10,3,3,3,2,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"715",215.125594790865,215.05626554872,215.125946288251,1237.99916469051,1233.24194570601,1242.22278129461,130,2,6,0,2,0,2,3,12,2,2,19,1,1,2,2,2,3,2,2,1,2,3,3,11,2,2,2,4,7,3,2,1,2,5,4,3,1,2,3,1,1
"716",214.974709501327,214.909831971784,215.13172653647,37.6262622569697,15.606552213119,84.5166437483734,172,3,9,1,3,3,1,0,25,3,3,22,1,3,2,3,2,2,1,0,3,2,3,1,15,3,2,0,7,8,3,2,2,3,8,7,3,3,3,3,0,0
"717",215.16428934014,215.154611179743,215.168061037767,649.78536442741,644.065454801934,653.520249485355,136,3,1,3,2,2,3,3,10,3,3,14,3,3,3,2,3,2,3,3,3,3,3,3,6,3,0,3,7,3,1,3,3,3,6,7,2,1,2,3,1,1
"718",215.252562801172,215.191783154851,215.256653253966,733.163265290719,729.143928335348,765.193317054121,117,1,10,1,3,1,1,2,12,2,2,13,1,1,1,1,2,2,2,1,1,1,1,2,7,2,1,1,4,8,2,2,1,2,5,4,3,1,2,2,3,1
"719",215.243853264914,215.237215365558,215.256112633935,1083.84878350564,1082.93953829304,1085.94391692426,36,1,0,0,1,2,1,0,9,1,0,1,0,1,1,1,0,0,0,1,0,2,1,0,2,1,1,0,1,0,0,1,1,0,0,3,0,1,1,0,0,1
"720",215.654987898025,215.654711454476,215.655237924361,391.180401798085,389.071990034058,395.39117567157,43,0,10,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0,0,6,1,1,0,0,0,8,2,1,2,0,0,1
"721",215.65498986121,215.65474330356,215.65511017231,182.641464152861,177.209383687759,191.602694235903,25,0,0,3,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3
"722",215.655007254691,215.654965539861,215.655080108248,271.693741664239,267.507863590068,274.074747101314,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",215.956368184929,215.91866444353,215.972499262576,1270.34347975759,1269.29327240381,1271.80581393765,19,1,2,0,1,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
"724",216.050192357068,215.920744436957,216.118439593853,37.6963448476741,16.3971317863952,66.2543807455534,171,3,7,3,3,1,3,2,17,1,3,20,1,2,3,3,3,3,3,3,3,1,3,3,14,3,2,3,6,8,3,3,3,2,8,8,3,3,3,3,0,1
"725",216.086649002161,215.971564949196,216.087198737717,312.50850761547,305.164842865667,344.926554469731,32,0,0,3,0,0,0,0,0,1,0,5,2,0,0,0,1,1,0,0,0,1,0,3,3,0,2,2,0,0,0,1,1,0,0,1,0,0,2,0,0,3
"726",216.084914173534,216.07426247451,216.096283403483,491.560309728816,488.75781016724,492.587358291267,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"727",216.167664770223,216.115516086278,216.195785777874,1014.8554498726,1002.31275759608,1017.47612769787,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"728",216.195353246734,216.193346895709,216.195834038073,1245.07988375746,1243.1721642256,1247.42454041154,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"729",216.15979559192,216.151961166688,216.160481089362,578.955869992019,568.766840883356,580.707529611489,199,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,2,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,8,8,3,2,3,3,0,3
"730",216.19273774418,216.100655424635,216.197263610464,618.112032296999,612.348657675713,672.160122574817,178,3,10,3,3,3,3,3,21,2,2,19,2,3,3,3,3,3,1,3,3,2,3,3,14,3,3,3,8,8,3,0,2,3,8,5,3,2,1,3,2,3
"731",216.194592755501,216.192291729357,216.196054760463,209.727331530038,182.077695192516,217.83653690679,104,3,10,0,0,0,3,3,12,3,3,12,0,3,0,3,3,0,3,3,0,3,3,0,6,3,0,0,0,0,0,3,3,0,8,8,0,0,3,0,0,0
"732",216.91133019476,216.910925169498,217.007125844061,1083.80970968336,1078.65705864637,1120.88772763574,145,2,8,2,3,2,2,3,17,0,1,14,2,2,2,2,2,3,2,3,2,1,2,3,12,3,1,2,4,6,3,2,3,1,7,5,2,2,3,3,3,3
"733",217.104879592909,217.104678076129,217.104964902881,1007.96663329016,1004.9856643301,1010.46912109983,204,3,10,2,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"734",217.104875602447,216.922916149928,217.104973063293,1239.45441604731,1237.00648781384,1244.3223669004,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"735",217.128894541165,216.92468904548,217.129746324736,44.1421112016118,16.1296319863952,50.6307023431483,202,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"736",216.984016677515,216.966072072032,217.004233059859,1271.92969434366,1269.89749347703,1275.08074137906,89,2,6,1,3,0,2,3,5,0,0,10,1,2,2,1,2,2,1,2,1,0,3,2,9,2,0,1,1,5,2,2,2,0,5,3,1,0,3,1,0,1
"737",217.19107059866,217.185455159843,217.191482798562,472.685847354283,466.518900976278,492.969174056018,198,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,2,3,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,7,8,3,2,3,3,0,3
"738",217.198902772724,217.155009038549,217.199540970342,209.658452204799,182.077695192516,230.927467302415,88,3,10,0,0,0,3,3,6,3,2,9,0,3,0,1,3,1,1,3,0,3,3,0,5,1,0,0,0,0,0,3,3,0,8,8,0,0,3,0,0,0
"739",217.166013141125,217.155652200198,217.173520534258,1096.16209942772,1089.97112630239,1129.9193147616,19,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0
"740",217.15496246382,217.084523629418,217.199000854223,131.526310191612,99.4809685942252,140.877343030594,25,0,0,3,0,1,1,0,1,1,0,0,0,2,1,0,1,0,0,0,2,1,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,2
"741",217.133389663387,217.103895346508,217.227508870985,634.288085783019,614.241103903665,641.194504361645,20,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0
"742",217.870448196067,217.859005222834,217.978619651157,1288.53896686389,1287.07588232402,1302.00298704275,117,3,6,1,0,0,1,2,18,2,3,9,3,2,1,2,2,0,3,2,0,2,3,2,8,3,3,2,7,0,1,1,1,2,7,5,2,1,1,0,3,3
"743",218.127917846945,217.938994079548,218.132850579137,44.4905525261252,16.141316013119,91.9782694352739,204,3,10,3,3,3,3,3,22,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,2,3,3,8,8,3,3,3,3,8,8,3,2,3,3,0,3
"744",218.097727781622,218.097605758565,218.098305577558,634.404588320257,633.884360077166,634.87204130412,21,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",218.066244339288,218.065770406227,218.066448009966,235.740629594574,233.954090257442,236.658290369263,13,0,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"746",218.109183773911,218.108139143039,218.208170713909,1008.3292393107,1005.27940140741,1017.46230852193,203,3,10,2,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,8,8,3,3,3,3,3,3
"747",218.108148021375,218.108007121758,218.211056545008,1239.56363581985,1237.00648781384,1247.61628305186,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"748",218.194441661888,218.188380407505,218.194549266879,472.992710277352,466.7864589106,475.734693240267,153,3,6,3,1,3,3,0,24,3,3,21,3,2,1,2,2,2,2,0,0,3,0,3,13,2,3,1,7,8,3,3,3,3,0,7,2,0,3,3,0,2
"749",218.153490893898,218.151472872584,218.157980487593,668.30894387514,664.016620097655,669.152236401936,118,3,10,2,3,1,0,3,6,1,3,14,1,3,3,3,0,3,2,3,2,1,3,0,10,3,1,0,5,8,3,0,0,1,8,4,1,1,0,3,0,0
"750",218.209022877361,218.20562340509,218.211543322363,1067.53007384656,1062.62494781364,1069.68594398489,97,2,6,3,1,1,1,1,17,0,1,9,3,0,1,0,1,0,1,1,1,1,2,2,8,0,3,2,7,0,0,0,2,2,6,4,2,0,0,0,3,3
"751",218.208683512594,218.190331132191,218.211253972399,572.98393943229,533.307748362279,574.695905419976,61,0,5,0,1,0,0,2,12,0,1,8,0,2,1,2,0,1,3,0,1,0,2,0,1,1,0,0,0,8,1,0,0,0,8,0,0,0,0,0,0,0
"752",218.174710370824,218.174460676105,218.175023361845,301.298632511608,293.84012722944,304.927596942277,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
"753",218.138732907862,218.13533265397,218.13917558637,95.5292240113918,87.9487106500944,97.1605462321565,48,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,1,3,0,0,1,0,0,3,8,0,2,0,0,8,0,2,1,0,0,0,1,2,1,3,0,0
"754",218.175427152566,218.174999767097,218.175564355899,412.578353537427,405.48217463619,413.053886219896,8,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",218.867241809696,218.867133011575,218.881655613797,1291.97299558244,1290.39161979868,1295.76305476768,195,3,9,3,3,2,3,3,25,2,2,20,3,2,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,2,3,3,3,3,3
"756",219.01700404839,218.951800510257,219.019235910126,1029.4776400254,1028.07671891531,1030.47880296881,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"757",219.0670485184,219.059032674668,219.128665490534,547.893933382512,537.366635376947,559.769513805135,200,3,10,3,3,3,3,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,8,8,3,2,3,3,1,3
